Address,Type,Datetime,Latitude,Longitude
BOYLSTON AVE / E PINE ST,Illegal Burn,2025 Dec 25 02:00:00 PM,47.615231,-122.323415
329 23rd Ave S,Auto Fire Alarm,2025 Dec 25 01:20:00 PM,47.600013,-122.302235
6600 Roosevelt Way Ne,Auto Fire Alarm,2025 Dec 25 12:17:00 PM,47.676554,-122.317373
9th Ave Sw / Sw Roxbury St,Illegal Burn,2025 Dec 25 12:07:00 PM,47.517311,-122.346697
27th Ave E / E Arthur Pl,Rubbish Fire,2025 Dec 25 11:25:00 AM,47.622265,-122.297026
9455 27th Ave Sw,Auto Fire Alarm,2025 Dec 25 11:22:00 AM,47.518178,-122.367277
1601 E Yesler Way,Auto Fire Alarm,2025 Dec 25 10:47:00 AM,47.601683,-122.311556
5444 Delridge Way Sw,Auto Fire Alarm,2025 Dec 25 09:11:00 AM,47.553321,-122.362969
Rainier Ave S / S Bayview St,Illegal Burn,2025 Dec 25 08:42:00 AM,47.580994,-122.300167
12th Ave S / S Jackson St,Rubbish Fire,2025 Dec 25 06:44:00 AM,47.599187,-122.317225
Boylston Ave / Madison St,Rubbish Fire,2025 Dec 25 06:24:00 AM,47.61073,-122.32181
816 E Pike St,Fire in Building,2025 Dec 25 06:20:00 AM,47.614068,-122.321894
3651 34th Ave S,Auto Fire Alarm,2025 Dec 25 06:14:00 AM,47.571115,-122.28993
Rainier Ave S / S Charles St,Illegal Burn,2025 Dec 25 04:36:00 AM,47.594072,-122.31015
4559 California Ave Sw,Illegal Burn,2025 Dec 25 03:42:00 AM,47.562374,-122.386776
3315 Claremont Ave S,Dumpster Fire,2025 Dec 25 02:27:00 AM,47.573378,-122.29584
4301 Stone Way N,Auto Fire Alarm,2025 Dec 25 01:45:00 AM,47.659183,-122.342256
6000 16th Ave Sw,Illegal Burn,2025 Dec 24 10:11:00 PM,47.548872,-122.354833
2615 1st Ave,Auto Fire Alarm,2025 Dec 24 08:53:00 PM,47.615328,-122.349815
415 6th Ave,Illegal Burn,2025 Dec 24 08:22:00 PM,47.603396,-122.327378
1712 Boylston Ave,Auto Fire Alarm,2025 Dec 24 08:13:00 PM,47.616639,-122.323436
N 85th St / Aurora Ave N,Illegal Burn,2025 Dec 24 07:43:00 PM,47.690563,-122.344522
West Marginal Way Sw / 2nd Ave Sw,Rubbish Fire,2025 Dec 24 06:09:00 PM,47.537402,-122.337085
11285 LAKE CITY WAY NE,Rubbish Fire,2025 Dec 24 05:56:00 PM,47.710332,-122.300523
100 Melrose Ave E,Auto Fire Alarm,2025 Dec 24 05:52:00 PM,47.618497,-122.327854
14027 Lake City Way Ne,Auto Fire Alarm,2025 Dec 24 05:49:00 PM,47.730274,-122.292316
8532 15th Ave Nw,Car Fire,2025 Dec 24 05:26:00 PM,47.690901,-122.376806
25th Ave S / Rainier Ave S,Illegal Burn,2025 Dec 24 04:58:00 PM,47.581242,-122.300356
12526 27th Ave Ne,Illegal Burn,2025 Dec 24 04:30:00 PM,47.71953,-122.299091
4301 Stone Way N,Auto Fire Alarm,2025 Dec 24 04:19:00 PM,47.659183,-122.342256
1350 Alki Ave Sw,Auto Fire Alarm,2025 Dec 24 04:15:00 PM,47.591943,-122.391702
171 12th Ave,Illegal Burn,2025 Dec 24 03:53:00 PM,47.603031,-122.316782
Alki Ave Sw / 61st Ave Sw,Illegal Burn,2025 Dec 24 02:49:00 PM,47.579125,-122.410648
118 Bell St,Auto Fire Alarm,2025 Dec 24 02:33:00 PM,47.613497,-122.346355
1225 E Roy St,Auto Fire Alarm,2025 Dec 24 02:07:00 PM,47.625344,-122.316549
1315 Ne Campus Pkwy,Auto Fire Alarm,2025 Dec 24 01:54:00 PM,47.655998,-122.31426
1732 Broadway,Illegal Burn,2025 Dec 24 01:05:00 PM,47.616772,-122.320823
610 Yesler Way,Illegal Burn,2025 Dec 24 12:36:00 PM,47.601709,-122.32611
4720 Rainier Ave S,Auto Fire Alarm,2025 Dec 24 12:28:00 PM,47.560482,-122.286803
1501 17th Ave,Auto Fire Alarm,2025 Dec 24 12:25:00 PM,47.614106,-122.310161
1624 Boren Ave,Auto Fire Alarm,2025 Dec 24 11:41:00 AM,47.61469,-122.330035
8422 Rainier Ave S,Illegal Burn,2025 Dec 24 11:34:00 AM,47.528857,-122.269987
211 Lenora St,Auto Fire Alarm,2025 Dec 24 10:55:00 AM,47.612577,-122.342956
707 Terry Ave,Auto Fire Alarm,2025 Dec 24 10:35:00 AM,47.606777,-122.324334
2021 7th Ave,Auto Fire Alarm,2025 Dec 24 10:07:00 AM,47.615345,-122.337941
12th Ave / E Yesler Way,Rubbish Fire,2025 Dec 24 09:48:00 AM,47.601693,-122.316782
210 S Lucile St,Auto Fire Alarm,2025 Dec 24 09:19:00 AM,47.553414,-122.332237
Harrison St / 7th Ave N,Rubbish Fire,2025 Dec 24 08:32:00 AM,47.622061,-122.343675
1911 22nd Ave S,Auto Fire Alarm,2025 Dec 24 07:51:00 AM,47.586234,-122.304237
Seneca St / Harvard Ave,Rubbish Fire,2025 Dec 24 07:42:00 AM,47.612736,-122.322086
4301 Stone Way N,Auto Fire Alarm,2025 Dec 24 07:41:00 AM,47.659183,-122.342256
1200 Westlake Ave N,Auto Fire Alarm,2025 Dec 24 07:38:00 AM,47.629712,-122.341007
Greenwood Ave N / Holman Rd N,Illegal Burn,2025 Dec 24 06:44:00 AM,47.705084,-122.355453
8536 Nesbit Ave N,Dumpster Fire,2025 Dec 24 06:38:00 AM,47.690768,-122.343451
1101 Madison St,Auto Fire Alarm,2025 Dec 24 04:22:00 AM,47.609343,-122.325128
12th Ave S / S Jackson St,Rubbish Fire,2025 Dec 24 02:42:00 AM,47.599187,-122.317225
151 12th Ave,Illegal Burn,2025 Dec 24 02:01:00 AM,47.602686,-122.316782
2600 Sw Barton St,Rubbish Fire,2025 Dec 24 01:36:00 AM,47.521022,-122.365894
E James Way / Broadway,Brush Fire,2025 Dec 24 12:45:00 AM,47.607218,-122.320752
Broadway / Minor Ave,Rubbish Fire,2025 Dec 24 12:30:00 AM,47.606469,-122.32075
5963 Corson Ave S,Rubbish Fire,2025 Dec 24 12:19:00 AM,47.548983,-122.320994
814 Columbia St,Auto Fire Alarm,2025 Dec 24 12:18:00 AM,47.606584,-122.327007
1525 14th Ave,Auto Fire Alarm,2025 Dec 23 11:52:00 PM,47.614406,-122.314228
415 10th Ave,Auto Fire Alarm,2025 Dec 23 11:50:00 PM,47.605346,-122.319413
200 Denny Way,Auto Fire Alarm,2025 Dec 23 11:12:00 PM,47.618592,-122.352839
901 Nw Ballard Way,Dumpster Fire,2025 Dec 23 10:57:00 PM,47.662937,-122.3686
10215 Lake City Way Ne,Auto Fire Alarm,2025 Dec 23 10:53:00 PM,47.702197,-122.301853
200 Denny Way,Auto Fire Alarm,2025 Dec 23 10:03:00 PM,47.618592,-122.352839
814 Columbia St,Auto Fire Alarm,2025 Dec 23 09:41:00 PM,47.606584,-122.327007
1007 12th Ave S,Illegal Burn,2025 Dec 23 07:06:00 PM,47.59322,-122.317281
515 13th Ave E,Illegal Burn,2025 Dec 23 06:59:00 PM,47.623275,-122.315701
1000 E Yesler Way,Auto Fire Alarm,2025 Dec 23 06:58:00 PM,47.601698,-122.319582
800 Jefferson St,Auto Fire Alarm,2025 Dec 23 06:48:00 PM,47.604315,-122.32531
2523 15th Ave S,Auto Fire Alarm,2025 Dec 23 06:15:00 PM,47.58055,-122.313411
24th Ave Sw / 25th Ave Sw,Illegal Burn,2025 Dec 23 04:46:00 PM,47.544721,-122.364357
Airport Way S / Maynard Ave S,Illegal Burn,2025 Dec 23 04:28:00 PM,47.594158,-122.325071
533 3rd Ave W,Auto Fire Alarm,2025 Dec 23 03:58:00 PM,47.623717,-122.360635
1030 W NICKERSON ST,Car Fire,2025 Dec 23 03:07:00 PM,47.654075,-122.370443
2870 S Hanford St,Auto Fire Alarm,2025 Dec 23 01:57:00 PM,47.574853,-122.295888
5325 Ballard Ave Nw,Auto Fire Alarm,2025 Dec 23 01:27:00 PM,47.666723,-122.383569
14022 Midvale Ave N,Fire in Building,2025 Dec 23 12:38:00 PM,47.73062,-122.343965
4th Ave S / S Holgate St,Rubbish Fire,2025 Dec 23 11:36:00 AM,47.58617,-122.329062
6th Ave S / S Holgate St,Illegal Burn,2025 Dec 23 11:26:00 AM,47.586175,-122.325975
1400 6th Ave,Auto Fire Alarm,2025 Dec 23 11:17:00 AM,47.61015,-122.333556
2410 W Manor Pl,Auto Fire Alarm,2025 Dec 23 10:55:00 AM,47.653933,-122.387564
7345 Delridge Way Sw,Illegal Burn,2025 Dec 23 10:17:00 AM,47.536381,-122.361331
10th Ave S / S Dearborn St,Illegal Burn,2025 Dec 23 10:06:00 AM,47.595825,-122.319215
6420 California Ave Sw,Auto Fire Alarm,2025 Dec 23 09:39:00 AM,47.545489,-122.387208
1111 W Nickerson St,Rubbish Fire,2025 Dec 23 09:20:00 AM,47.654772,-122.371622
1711 23rd Ave S,Auto Fire Alarm,2025 Dec 23 09:19:00 AM,47.58821,-122.302596
1902 2nd Ave,Auto Fire Alarm,2025 Dec 23 08:41:00 AM,47.610972,-122.340465
1029 S Jackson St,Auto Fire Alarm,2025 Dec 23 08:19:00 AM,47.599184,-122.319285
223 Yesler Way,Rubbish Fire,2025 Dec 23 08:15:00 AM,47.601718,-122.331581
223 Yesler Way,Illegal Burn,2025 Dec 23 07:51:00 AM,47.601718,-122.331581
S King St / Maynard Ave S,Rubbish Fire,2025 Dec 23 07:15:00 AM,47.598352,-122.325059
601 2nd Ave,Auto Fire Alarm,2025 Dec 23 06:57:00 AM,47.602306,-122.332519
401 Terry Ave N,Auto Fire Alarm,2025 Dec 23 06:22:00 AM,47.622036,-122.337151
1300 Hubbell Pl,Auto Fire Alarm,2025 Dec 23 06:16:00 AM,47.610249,-122.330769
1617 BOYLSTON AVE,Dumpster Fire,2025 Dec 23 06:08:00 AM,47.615416,-122.323419
1920 1st Ave,Car Fire,2025 Dec 23 04:35:00 AM,47.61044,-122.34155
600 9th Ave,Dumpster Fire,2025 Dec 23 01:14:00 AM,47.605555,-122.324749
2700 Rainier Ave S,Rubbish Fire,2025 Dec 23 12:12:00 AM,47.579214,-122.29881
601 W Mercer Pl,Auto Fire Alarm,2025 Dec 22 10:08:00 PM,47.625174,-122.364534
1113 6th Ave,Rubbish Fire,2025 Dec 22 08:20:00 PM,47.607817,-122.331423
1144 Nw 53rd St,Auto Fire Alarm,2025 Dec 22 06:35:00 PM,47.667157,-122.37117
621 5th Ave N,Auto Fire Alarm,2025 Dec 22 06:27:00 PM,47.624686,-122.347568
4th Ave S / S Spokane St,Illegal Burn,2025 Dec 22 06:26:00 PM,47.571421,-122.329077
1600 2nd Ave,Fire In A Highrise,2025 Dec 22 06:00:00 PM,47.610278,-122.339812
204 Ne 94th St,Auto Fire Alarm,2025 Dec 22 05:38:00 PM,47.69681,-122.327101
312 2nd Ave W,Auto Fire Alarm,2025 Dec 22 03:22:00 PM,47.621082,-122.359348
1033 6th Ave S,Auto Fire Alarm,2025 Dec 22 03:17:00 PM,47.593801,-122.325968
Madison St / Broadway,Rubbish Fire,2025 Dec 22 03:06:00 PM,47.611169,-122.32076
225 Harvard Ave E,Auto Fire Alarm,2025 Dec 22 01:59:00 PM,47.620184,-122.322211
10TH AVE S / S DEARBORN ST,Illegal Burn,2025 Dec 22 01:13:00 PM,47.595825,-122.319215
S Hinds St / Colorado Ave S,Illegal Burn,2025 Dec 22 12:35:00 PM,47.573701,-122.336789
Airport Way S / S Horton St,Illegal Burn,2025 Dec 22 12:31:00 PM,47.574225,-122.321403
Nb I5 At Rainier Brewery,Car Fire Freeway,2025 Dec 22 12:23:00 PM,47.566974,-122.32047
200 Summit Ave E,Illegal Burn,2025 Dec 22 10:07:00 AM,47.619651,-122.325294
325 Broadway E,Illegal Burn,2025 Dec 22 09:31:00 AM,47.621299,-122.320895
6188 4th Ave S,Auto Fire Alarm,2025 Dec 22 09:28:00 AM,47.547461,-122.329585
5000 25th Ave Ne,Auto Fire Alarm,2025 Dec 22 08:27:00 AM,47.665337,-122.30071
6901 Martin Luther King Jr Way S,Auto Fire Alarm,2025 Dec 22 07:51:00 AM,47.540684,-122.283048
698 Seneca St,Illegal Burn,2025 Dec 22 07:18:00 AM,47.609015,-122.330631
800 Jefferson St,Auto Fire Alarm,2025 Dec 22 07:07:00 AM,47.604315,-122.32531
1395 Marion St,Auto Fire Alarm,2025 Dec 22 07:02:00 AM,47.610003,-122.321192
400 Pike St,Rubbish Fire,2025 Dec 22 07:00:00 AM,47.610214,-122.336683
1705 Ne Pacific St,Auto Fire Alarm,2025 Dec 22 06:28:00 AM,47.651545,-122.309599
9120 Aurora Ave N,Auto Fire Alarm,2025 Dec 22 05:51:00 AM,47.69505,-122.344576
1423 Nw Market St,Illegal Burn,2025 Dec 22 05:40:00 AM,47.668665,-122.374178
410 2nd Ave Et S,Rubbish Fire,2025 Dec 22 05:28:00 AM,47.601202,-122.331511
509 3rd Ave,Auto Fire Alarm,2025 Dec 22 05:20:00 AM,47.602114,-122.330809
1264 Westlake Ave N,Auto Fire Alarm,2025 Dec 22 04:36:00 AM,47.63025,-122.341002
1917 1st Ave,Rubbish Fire,2025 Dec 22 01:50:00 AM,47.610417,-122.34151
Lake Washington Blvd S / S Irving St,Rubbish Fire,2025 Dec 22 01:05:00 AM,47.591136,-122.289109
10TH AVE S / S DEARBORN ST,Rubbish Fire,2025 Dec 22 12:53:00 AM,47.595825,-122.319215
3rd Ave Ne / Ne 112th St,Illegal Burn,2025 Dec 21 10:51:00 PM,47.709602,-122.325981
14115 Aurora Ave N,Auto Fire Alarm,2025 Dec 21 10:03:00 PM,47.731129,-122.345064
223 Yesler Way,Illegal Burn,2025 Dec 21 09:48:00 PM,47.601718,-122.331581
225 Harvard Ave E,Auto Fire Alarm,2025 Dec 21 09:47:00 PM,47.620184,-122.322211
3936 S Kenyon St,Auto Fire Alarm,2025 Dec 21 09:42:00 PM,47.531541,-122.282895
619 8th Ave S,Illegal Burn,2025 Dec 21 08:31:00 PM,47.597346,-122.322453
801 5th Ave,Auto Fire Alarm,2025 Dec 21 08:17:00 PM,47.605126,-122.330494
2807 S Mcclellan St,Auto Fire Alarm,2025 Dec 21 07:14:00 PM,47.578347,-122.296116
Ballard Ave Nw / Nw Market St,Illegal Burn,2025 Dec 21 05:50:00 PM,47.66868,-122.386368
1609 Boylston Ave,Illegal Burn,2025 Dec 21 04:10:00 PM,47.615323,-122.323417
506 17th Ave E,Illegal Burn,2025 Dec 21 03:42:00 PM,47.623339,-122.310037
622 Rainier Ave S,Auto Fire Alarm,2025 Dec 21 03:36:00 PM,47.597303,-122.312617
1222 S Weller St,Auto Fire Alarm,2025 Dec 21 03:06:00 PM,47.597499,-122.316731
1400 Hubbell Pl,Auto Fire Alarm,2025 Dec 21 02:45:00 PM,47.611543,-122.330225
1029 S Jackson St,Illegal Burn,2025 Dec 21 02:26:00 PM,47.599184,-122.319285
1300 Hubbell Pl,Auto Fire Alarm,2025 Dec 21 01:52:00 PM,47.610249,-122.330769
4920 Meridian Ave N,Illegal Burn,2025 Dec 21 01:23:00 PM,47.664436,-122.333724
7357 43rd Ave S,Auto Fire Alarm,2025 Dec 21 01:14:00 PM,47.536524,-122.279376
3642 33rd Ave S,Auto Fire Alarm,2025 Dec 21 01:10:00 PM,47.571233,-122.291003
65 S Washington St,Auto Fire Alarm,2025 Dec 21 12:34:00 PM,47.600886,-122.335349
1110 N 96th St,Rubbish Fire,2025 Dec 21 12:13:00 PM,47.698533,-122.344485
1704 Ne Columbia Rd,Auto Fire Alarm,2025 Dec 21 11:49:00 AM,47.650205,-122.310398
35th Ave Sw / Sw Alaska St,Illegal Burn,2025 Dec 21 11:25:00 AM,47.561066,-122.376216
430 Minor Ave N,Illegal Burn,2025 Dec 21 07:25:00 AM,47.622312,-122.332995
916 N 143rd St,Auto Fire Alarm,2025 Dec 21 07:21:00 AM,47.732314,-122.347028
1401 Broadway,Auto Fire Alarm,2025 Dec 21 04:28:00 AM,47.612963,-122.320762
1305 E Mercer St,Rubbish Fire,2025 Dec 21 04:11:00 AM,47.624261,-122.315632
610 Harvard Ave E,Auto Fire Alarm,2025 Dec 21 03:47:00 AM,47.624349,-122.321989
125 Boren Ave S,Dumpster Fire,2025 Dec 21 01:45:00 AM,47.601549,-122.317677
2324 2nd Ave,Auto Fire Alarm,2025 Dec 20 11:23:00 PM,47.614219,-122.34596
223 Yesler Way,Illegal Burn,2025 Dec 20 09:36:00 PM,47.601718,-122.331581
1718 Melrose Ave,Dumpster Fire,2025 Dec 20 08:37:00 PM,47.617193,-122.327873
204 Ne 94th St,Auto Fire Alarm,2025 Dec 20 07:47:00 PM,47.69681,-122.327101
2820 Ne 127th St,Auto Fire Alarm,2025 Dec 20 07:19:00 PM,47.721101,-122.297581
110 W Olympic Pl,Auto Fire Alarm,2025 Dec 20 05:37:00 PM,47.626721,-122.35812
Ne 137th St / 37th Ave Ne,Illegal Burn,2025 Dec 20 05:34:00 PM,47.728274,-122.288259
516 SUMMIT AVE E,Illegal Burn,2025 Dec 20 05:25:00 PM,47.623314,-122.325313
4800 Sand Point Way Ne,Auto Fire Alarm,2025 Dec 20 02:25:00 PM,47.664275,-122.283475
705 Pike St,Auto Fire Alarm,2025 Dec 20 02:18:00 PM,47.61163,-122.333297
12546 33rd Ave Ne,Auto Fire Alarm,2025 Dec 20 02:09:00 PM,47.719585,-122.292729
12728 28th Ave Ne,Auto Fire Alarm,2025 Dec 20 01:45:00 PM,47.721878,-122.297729
220 11th Ave,Auto Fire Alarm,2025 Dec 20 12:00:00 PM,47.60368,-122.318103
3613 4th Ave S,Illegal Burn,2025 Dec 20 09:52:00 AM,47.570724,-122.329062
1505 E Harrison St,Auto Fire Alarm,2025 Dec 20 09:24:00 AM,47.622088,-122.312576
Lenora St / Alaskan Way,Rubbish Fire,2025 Dec 20 08:40:00 AM,47.609994,-122.346301
AURORA AVE N / GALER ST,Rubbish Fire,2025 Dec 20 08:18:00 AM,47.6323,-122.343399
1911 Aurora Ave N,Rubbish Fire,2025 Dec 20 08:15:00 AM,47.640453,-122.346334
1029 S Jackson St,Auto Fire Alarm,2025 Dec 20 05:48:00 AM,47.599184,-122.319285
1395 Marion St,Auto Fire Alarm,2025 Dec 20 05:14:00 AM,47.610003,-122.321192
2807 S Mcclellan St,Auto Fire Alarm,2025 Dec 20 03:27:00 AM,47.578347,-122.296116
8th Ave Nw / Nw 52nd St,Car Fire,2025 Dec 20 03:02:00 AM,47.66642,-122.366184
4536 Brooklyn Ave Ne,Illegal Burn,2025 Dec 20 02:02:00 AM,47.661599,-122.314278
2218 1st Ave,Illegal Burn,2025 Dec 20 01:35:00 AM,47.612739,-122.345439
518 34th Ave,FIREWATCH,2025 Dec 19 11:31:00 PM,47.606422,-122.28945
4515 Brooklyn Ave Ne,Auto Fire Alarm,2025 Dec 19 10:41:00 PM,47.661406,-122.314283
Nw Ballard Way / 15th Ave Nw,Rubbish Fire,2025 Dec 19 09:34:00 PM,47.662932,-122.376119
3407 Airport Way S,Auto Fire Alarm,2025 Dec 19 09:32:00 PM,47.573328,-122.321859
518 34th Ave,Fire in Building,2025 Dec 19 07:38:00 PM,47.606422,-122.28945
13201 AURORA AVE N,Dumpster Fire,2025 Dec 19 07:23:00 PM,47.724671,-122.344993
96 S Main St,Rubbish Fire,2025 Dec 19 06:29:00 PM,47.600044,-122.334262
E PINE ST / BOYLSTON AVE,Brush Fire,2025 Dec 19 06:27:00 PM,47.615231,-122.323415
171 12th Ave,Auto Fire Alarm,2025 Dec 19 05:58:00 PM,47.603031,-122.316782
Rainier Ave S / S Bayview St,Illegal Burn,2025 Dec 19 05:42:00 PM,47.580994,-122.300167
110 Union St,Auto Fire Alarm,2025 Dec 19 05:28:00 PM,47.607875,-122.338992
3824 S Myrtle St,Auto Fire Alarm,2025 Dec 19 05:24:00 PM,47.538881,-122.284496
32ND AVE S / S MYRTLE ST,Illegal Burn,2025 Dec 19 04:51:00 PM,47.538867,-122.291421
4TH AVE / PIKE ST,Illegal Burn,2025 Dec 19 04:46:00 PM,47.610214,-122.336683
10507 Aurora Ave N,Auto Fire Alarm,2025 Dec 19 04:28:00 PM,47.705096,-122.344695
3921 Linden Ave N,Auto Fire Alarm,2025 Dec 19 03:51:00 PM,47.654394,-122.348578
Leary Way Nw / 3rd Ave Nw,Rubbish Fire,2025 Dec 19 02:30:00 PM,47.654938,-122.360831
Harvard Ave / Broadway,Rubbish Fire,2025 Dec 19 01:58:00 PM,47.611259,-122.32076
2929 1st Ave,Auto Fire Alarm,2025 Dec 19 01:08:00 PM,47.617141,-122.352885
2709 Airport Way S,Auto Fire Alarm,2025 Dec 19 01:01:00 PM,47.579423,-122.321398
2931 S Mount Baker Blvd,Auto Fire Alarm,2025 Dec 19 12:24:00 PM,47.575875,-122.294935
1010 12th Ave S,Auto Fire Alarm,2025 Dec 19 12:22:00 PM,47.593203,-122.317281
4506 17th Ave Ne,Auto Fire Alarm,2025 Dec 19 10:19:00 AM,47.661314,-122.309512
8334 Rainier Ave S,Auto Fire Alarm,2025 Dec 19 09:50:00 AM,47.529392,-122.269988
6522 Fremont Ave N,Auto Fire Alarm,2025 Dec 19 09:40:00 AM,47.676243,-122.3499
505 Ne 70th St,Auto Fire Alarm,2025 Dec 19 09:34:00 AM,47.679478,-122.322726
747 Broadway,Auto Fire Alarm,2025 Dec 19 09:29:00 AM,47.608611,-122.320756
3215 Ne 143rd St,Auto Fire Alarm,2025 Dec 19 08:44:00 AM,47.731953,-122.293609
550 14th Ave,Auto Fire Alarm,2025 Dec 19 08:27:00 AM,47.606651,-122.314162
N 105th St / Greenwood Ave N,Rubbish Fire,2025 Dec 19 08:12:00 AM,47.705084,-122.355453
Lake City Way Ne / Ne 115th St,Illegal Burn,2025 Dec 19 08:11:00 AM,47.712044,-122.299512
4700 12th Ave Ne,Auto Fire Alarm,2025 Dec 19 08:03:00 AM,47.663106,-122.315263
1000 Lenora St,Auto Fire Alarm,2025 Dec 19 07:57:00 AM,47.617818,-122.336177
6736 Ellis Ave S,Auto Fire Alarm,2025 Dec 19 07:39:00 AM,47.542567,-122.319374
4th Ave S / S Spokane St,Illegal Burn,2025 Dec 19 07:22:00 AM,47.571421,-122.329077
12TH AVE S / S WELLER ST,Illegal Burn,2025 Dec 19 06:26:00 AM,47.5975,-122.317227
1000 Minor Ave,Auto Fire Alarm,2025 Dec 19 04:47:00 AM,47.609802,-122.324029
9131 California Ave Sw,Auto Fire Alarm,2025 Dec 19 04:41:00 AM,47.521638,-122.387471
100 Taylor Ave N,Auto Fire Alarm,2025 Dec 19 02:59:00 AM,47.618566,-122.346316
Rainier Ave S / S Cloverdale St,Illegal Burn,2025 Dec 19 02:23:00 AM,47.526171,-122.269983
2715 25th Ave S,Auto Fire Alarm,2025 Dec 19 12:01:00 AM,47.579039,-122.300283
2701 Beacon Ave S,Rubbish Fire,2025 Dec 18 11:23:00 PM,47.579411,-122.312322
S Main St / 12th Ave S,Illegal Burn,2025 Dec 18 11:21:00 PM,47.600015,-122.31723
129 11th Ave E,Illegal Burn,2025 Dec 18 10:57:00 PM,47.619093,-122.31822
800 Sw Trenton St,Fire in Building,2025 Dec 18 10:10:00 PM,47.524633,-122.345463
226 7th Ave N,Auto Fire Alarm,2025 Dec 18 10:02:00 PM,47.620035,-122.343653
12TH AVE S / S KING ST,Illegal Burn,2025 Dec 18 09:24:00 PM,47.598338,-122.317228
3546 S Graham St,Illegal Burn,2025 Dec 18 09:05:00 PM,47.546072,-122.286962
Aurora Ave N / N 76th St,Illegal Burn,2025 Dec 18 08:02:00 PM,47.684038,-122.34443
1007 12th Ave S,Illegal Burn,2025 Dec 18 08:00:00 PM,47.59322,-122.317281
169 12th Ave,Illegal Burn,2025 Dec 18 07:16:00 PM,47.602996,-122.316782
2121 7th Ave,Auto Fire Alarm,2025 Dec 18 06:01:00 PM,47.615982,-122.339019
1007 12th Ave S,Illegal Burn,2025 Dec 18 01:27:00 PM,47.59322,-122.317281
6736 Ellis Ave S,Auto Fire Alarm,2025 Dec 18 01:16:00 PM,47.542567,-122.319374
6251 Airport Way S,Rubbish Fire,2025 Dec 18 01:13:00 PM,47.547662,-122.314251
Virginia St / 3rd Ave,Illegal Burn,2025 Dec 18 12:41:00 PM,47.612398,-122.340892
620 8th Ave,Illegal Burn,2025 Dec 18 12:32:00 PM,47.605229,-122.325987
3860 Bridge Way N,Auto Fire Alarm,2025 Dec 18 12:05:00 PM,47.653632,-122.344312
Broadway E / E Republican St,Rubbish Fire,2025 Dec 18 11:36:00 AM,47.623129,-122.320924
1660 S Columbian Way,Auto Fire Alarm,2025 Dec 18 11:36:00 AM,47.561845,-122.310824
1814 Harvard Ave,Auto Fire Alarm,2025 Dec 18 10:43:00 AM,47.617718,-122.322171
1st Ave S / S Lander St,Illegal Burn,2025 Dec 18 10:06:00 AM,47.579811,-122.334201
1419 24th Ave,Auto Fire Alarm,2025 Dec 18 09:03:00 AM,47.613166,-122.301414
1008 Ne 112th St,Auto Fire Alarm,2025 Dec 18 09:00:00 AM,47.709788,-122.317725
8TH AVE S / S KING ST,Illegal Burn,2025 Dec 18 08:52:00 AM,47.598348,-122.322448
1544 Ne 107th St,Rubbish Fire,2025 Dec 18 08:46:00 AM,47.706694,-122.311879
110 Union St,Auto Fire Alarm,2025 Dec 18 08:40:00 AM,47.607875,-122.338992
1550 N 115th St,Auto Fire Alarm,2025 Dec 18 08:15:00 AM,47.712305,-122.339596
9016 Aurora Ave N,Illegal Burn,2025 Dec 18 07:19:00 AM,47.694297,-122.344566
7th Ave S / S Lucile St,Rubbish Fire,2025 Dec 18 05:55:00 AM,47.553368,-122.323909
1400 Madison St,Illegal Burn,2025 Dec 18 04:17:00 AM,47.61073,-122.32181
501 Rainier Ave S,Rubbish Fire,2025 Dec 18 03:11:00 AM,47.598322,-122.3134
Madison St / Boylston Ave,Illegal Burn,2025 Dec 18 02:39:00 AM,47.61073,-122.32181
9999 Holman Rd Nw,Rubbish Fire,2025 Dec 18 02:16:00 AM,47.701637,-122.362244
Lakeview Blvd E / E Blaine St,Car Fire,2025 Dec 18 01:24:00 AM,47.635004,-122.322395
5th Ave N / Harrison St,Illegal Burn,2025 Dec 17 11:54:00 PM,47.622075,-122.347592
10507 Aurora Ave N,Illegal Burn,2025 Dec 17 11:35:00 PM,47.705096,-122.344695
Sb I5 At Albro,Car Fire Freeway,2025 Dec 17 10:50:00 PM,47.551689,-122.317047
1723 Summit Ave,Illegal Burn,2025 Dec 17 10:50:00 PM,47.616656,-122.325547
8320 Lake City Way Ne,Auto Fire Alarm,2025 Dec 17 10:38:00 PM,47.689796,-122.308909
13030 Linden Ave N,Auto Fire Alarm,2025 Dec 17 09:22:00 PM,47.723429,-122.348165
5409 15th Ave Nw,Illegal Burn,2025 Dec 17 09:10:00 PM,47.667954,-122.376216
3824 S Myrtle St,Auto Fire Alarm,2025 Dec 17 09:04:00 PM,47.538881,-122.284496
E Madison St / 27th Ave E,Illegal Burn,2025 Dec 17 08:59:00 PM,47.622589,-122.297502
1201 1st Ave,Auto Fire Alarm,2025 Dec 17 08:35:00 PM,47.606122,-122.337544
401 Broadway E,Auto Fire Alarm,2025 Dec 17 07:51:00 PM,47.621988,-122.320906
1100 23rd Ave,Auto Fire Alarm,2025 Dec 17 07:50:00 PM,47.611734,-122.302601
329 23rd Ave S,Auto Fire Alarm,2025 Dec 17 07:21:00 PM,47.600013,-122.302235
6622 62nd Ave Ne,Auto Fire Alarm,2025 Dec 17 06:56:00 PM,47.676663,-122.261469
Ne Northgate Way / 1st Ave Ne,RV Fire,2025 Dec 17 06:29:00 PM,47.708629,-122.328634
