Address,Type,Datetime,Latitude,Longitude
123 2nd Ave N,Dumpster Fire,2025 Apr 17 07:52:00 AM,47.618854,-122.352837
509 3rd Ave,Fire in Building,2025 Apr 17 06:48:00 AM,47.602114,-122.330809
8400 32nd Ave Sw,Illegal Burn,2025 Apr 17 06:37:00 AM,47.528284,-122.373935
504 5th Ave S,Illegal Burn,2025 Apr 17 03:53:00 AM,47.598322,-122.327671
7174 27th Ave Sw,Car Fire,2025 Apr 17 03:12:00 AM,47.53789,-122.367473
Rainier Ave S / S Walker St,Illegal Burn,2025 Apr 17 03:10:00 AM,47.583656,-122.302199
7345 Delridge Way Sw,Illegal Burn,2025 Apr 17 03:02:00 AM,47.536381,-122.361331
7925 Seward Park Ave S,Illegal Burn,2025 Apr 17 02:46:00 AM,47.530915,-122.266326
2400 S Massachusetts St,Rubbish Fire,2025 Apr 17 01:45:00 AM,47.588345,-122.301288
4th Ave S / S Holgate St,Illegal Burn,2025 Apr 17 12:12:00 AM,47.58617,-122.329062
120 Broadway,Auto Fire Alarm,2025 Apr 16 10:57:00 PM,47.602255,-122.320739
Delridge Way Sw / 20th Ave Sw,Garage Fire,2025 Apr 16 10:42:00 PM,47.521807,-122.359154
600 N 130th St,Auto Fire Alarm,2025 Apr 16 10:41:00 PM,47.723223,-122.351624
341 W Olympic Pl,Auto Fire Alarm,2025 Apr 16 09:11:00 PM,47.626732,-122.361138
2415 2nd Ave,Auto Fire Alarm,2025 Apr 16 07:18:00 PM,47.614888,-122.347087
351 Alaskan Way W,Illegal Burn,2025 Apr 16 05:33:00 PM,47.615073,-122.354963
202 6th Ave S,Auto Fire Alarm,2025 Apr 16 04:31:00 PM,47.600854,-122.326354
3204 Sw Morgan St,Auto Fire Alarm,2025 Apr 16 04:06:00 PM,47.544669,-122.373777
3200 3rd Ave W,Auto Fire Alarm,2025 Apr 16 02:59:00 PM,47.648663,-122.360887
2500 Airport Way S,Auto Fire Alarm,2025 Apr 16 01:24:00 PM,47.58104,-122.321397
520 Westlake Ave N,Auto Fire Alarm,2025 Apr 16 11:05:00 AM,47.62348,-122.338444
1215 Thomas St,Auto Fire Alarm,2025 Apr 16 07:45:00 AM,47.620815,-122.332585
3010 1st Ave,Illegal Burn,2025 Apr 16 06:35:00 AM,47.617889,-122.354153
114 BLANCHARD ST,Car Fire,2025 Apr 16 05:55:00 AM,47.612701,-122.34509
Elliott Ave / Bell St,Car Fire,2025 Apr 16 05:38:00 AM,47.612046,-122.348232
308 4th Ave S,Auto Fire Alarm,2025 Apr 16 04:18:00 AM,47.599968,-122.328965
2502 2nd Ave,Dumpster Fire,2025 Apr 16 03:58:00 AM,47.615367,-122.347897
308 4th Ave S,Auto Fire Alarm,2025 Apr 16 03:16:00 AM,47.599968,-122.328965
924 N 143rd St,Auto Fire Alarm,2025 Apr 16 01:22:00 AM,47.732314,-122.346635
5th Ave S / S Spokane St,Brush Fire,2025 Apr 16 01:06:00 AM,47.57142,-122.327461
1446 Nw 53rd St,Illegal Burn,2025 Apr 16 12:38:00 AM,47.667161,-122.374796
1526 3rd Ave,Auto Fire Alarm,2025 Apr 15 11:51:00 PM,47.610003,-122.338025
3rd Ave / Bell St,Rubbish Fire,2025 Apr 15 11:42:00 PM,47.614705,-122.344794
3rd Ave / Blanchard St,Illegal Burn,2025 Apr 15 10:49:00 PM,47.613936,-122.343494
117 N 65th St,Illegal Burn,2025 Apr 15 10:24:00 PM,47.675999,-122.357263
922 Nw 61st St,Rubbish Fire,2025 Apr 15 10:00:00 PM,47.673082,-122.369012
1425 Spring St,Auto Fire Alarm,2025 Apr 15 09:05:00 PM,47.611563,-122.322179
4536 16th Ave Ne,Auto Fire Alarm,2025 Apr 15 08:59:00 PM,47.661582,-122.310852
600 Queen Anne Ave N,Auto Fire Alarm,2025 Apr 15 08:33:00 PM,47.624583,-122.356709
1280 Harrison St,Auto Fire Alarm,2025 Apr 15 08:18:00 PM,47.62197,-122.33091
1300 E Olive St,Auto Fire Alarm,2025 Apr 15 07:48:00 PM,47.616441,-122.315567
1823 Minor Ave,Auto Fire Alarm,2025 Apr 15 06:30:00 PM,47.617013,-122.330851
607 3rd Ave,Auto Fire Alarm,2025 Apr 15 05:17:00 PM,47.602813,-122.331449
3540 S Brandon St,Shed Fire,2025 Apr 15 05:08:00 PM,47.553451,-122.288457
2152 N 112th St,Auto Fire Alarm,2025 Apr 15 05:06:00 PM,47.709566,-122.333402
115 13th Ave,Auto Fire Alarm,2025 Apr 15 04:23:00 PM,47.601978,-122.314928
140 Broadway E,Auto Fire Alarm,2025 Apr 15 04:18:00 PM,47.619205,-122.320862
1020 E Denny Way,Auto Fire Alarm,2025 Apr 15 03:34:00 PM,47.618751,-122.319254
12503 GREENWOOD AVE N,Auto Fire Alarm,2025 Apr 15 02:57:00 PM,47.719619,-122.355539
RAINIER AVE S / S BUSH PL,Illegal Burn,2025 Apr 15 02:53:00 PM,47.59235,-122.308833
916 E JOHN ST,Fire in Building,2025 Apr 15 02:44:00 PM,47.619909,-122.320655
916 Broadway E,Fire in Building,2025 Apr 15 02:44:00 PM,47.626975,-122.321298
1124 COLUMBIA ST,Fire in Building,2025 Apr 15 02:31:00 PM,47.608025,-122.323562
22nd Ave S / S Walker St,Illegal Burn,2025 Apr 15 02:17:00 PM,47.583662,-122.304252
1000 8th Ave,Auto Fire Alarm,2025 Apr 15 12:12:00 PM,47.607945,-122.328471
2500 Airport Way S,Auto Fire Alarm,2025 Apr 15 12:11:00 PM,47.58104,-122.321397
1222 Summit Ave,Auto Fire Alarm,2025 Apr 15 11:08:00 AM,47.611847,-122.324363
425 Pike St,Auto Fire Alarm,2025 Apr 15 10:57:00 AM,47.610332,-122.3364
101 6th Ave S,Auto Fire Alarm,2025 Apr 15 10:56:00 AM,47.601701,-122.326351
1033 6th Ave S,Auto Fire Alarm,2025 Apr 15 10:31:00 AM,47.593801,-122.325968
8400 32nd Ave Sw,Illegal Burn,2025 Apr 15 10:27:00 AM,47.528284,-122.373935
1423 Nw Market St,Auto Fire Alarm,2025 Apr 15 09:54:00 AM,47.668665,-122.374178
8604 8th Ave S,Auto Fire Alarm,2025 Apr 15 09:38:00 AM,47.52643,-122.322917
1710 11th Ave,Auto Fire Alarm,2025 Apr 15 09:21:00 AM,47.616529,-122.31818
6011 12th Ave S,Illegal Burn,2025 Apr 15 09:01:00 AM,47.549116,-122.317312
8604 8th Ave S,Auto Fire Alarm,2025 Apr 15 08:55:00 AM,47.52643,-122.322917
2000 Alaskan Way,Auto Fire Alarm,2025 Apr 15 08:26:00 AM,47.60923,-122.344993
4611 35th Ave Sw,Illegal Burn,2025 Apr 15 07:59:00 AM,47.561926,-122.376204
2nd Ave / Columbia St,Illegal Burn,2025 Apr 15 07:14:00 AM,47.603733,-122.333825
75 Vine St,Auto Fire Alarm,2025 Apr 15 05:18:00 AM,47.614585,-122.350542
2101 4th Ave,Illegal Burn,2025 Apr 15 03:51:00 AM,47.613831,-122.341333
1013 Ne Lincoln Way,Auto Fire Alarm,2025 Apr 14 11:38:00 PM,47.655399,-122.317214
10TH AVE S / S JACKSON ST,Illegal Burn,2025 Apr 14 11:19:00 PM,47.599184,-122.319639
1410 Ne 66th St,Auto Fire Alarm,2025 Apr 14 11:16:00 PM,47.676516,-122.313014
600 9th Ave,Rubbish Fire,2025 Apr 14 10:23:00 PM,47.605555,-122.324749
1177 Fairview Ave N,Auto Fire Alarm,2025 Apr 14 10:16:00 PM,47.630234,-122.329097
104 12th Ave,Auto Fire Alarm,2025 Apr 14 10:14:00 PM,47.601754,-122.316784
2201 4th Ave,Auto Fire Alarm,2025 Apr 14 09:14:00 PM,47.6146,-122.342634
4755 Fauntleroy Way Sw,Auto Fire Alarm,2025 Apr 14 09:12:00 PM,47.560074,-122.381457
620 Terry Ave,Dumpster Fire,2025 Apr 14 08:44:00 PM,47.606157,-122.323768
TERRY AVE / JAMES ST,Dumpster Fire,2025 Apr 14 08:43:00 PM,47.606018,-122.323641
8th Ave Ne / Ne 105th St,Illegal Burn,2025 Apr 14 08:13:00 PM,47.704938,-122.320485
800 NE 67TH ST,Auto Fire Alarm,2025 Apr 14 07:40:00 PM,47.677309,-122.320095
404 Terry Ave,Dumpster Fire,2025 Apr 14 07:35:00 PM,47.604613,-122.322357
404 TERRY AVE,Dumpster Fire,2025 Apr 14 07:35:00 PM,47.604613,-122.322357
1426 Elliott Ave W,Rubbish Fire,2025 Apr 14 07:31:00 PM,47.630839,-122.373863
15th Ave E / E Galer St,Brush Fire,2025 Apr 14 07:31:00 PM,47.632334,-122.312497
14200 Linden Ave N,Auto Fire Alarm,2025 Apr 14 07:10:00 PM,47.731677,-122.347772
115 13th Ave,Auto Fire Alarm,2025 Apr 14 06:46:00 PM,47.601978,-122.314928
514 Federal Ave E,Auto Fire Alarm,2025 Apr 14 04:30:00 PM,47.623274,-122.318854
2030 Western Ave,Auto Fire Alarm,2025 Apr 14 02:18:00 PM,47.610633,-122.343884
14115 Aurora Ave N,Auto Fire Alarm,2025 Apr 14 12:50:00 PM,47.731129,-122.345064
1631 Boylston Ave,Rubbish Fire,2025 Apr 14 12:47:00 PM,47.615578,-122.323422
2212 S Jackson St,Auto Fire Alarm,2025 Apr 14 12:41:00 PM,47.599276,-122.303156
8558 Nesbit Ave N,Auto Fire Alarm,2025 Apr 14 12:40:00 PM,47.690902,-122.343453
1431 Minor Ave,Auto Fire Alarm,2025 Apr 14 12:15:00 PM,47.613247,-122.327187
600 University St,Auto Fire Alarm,2025 Apr 14 11:33:00 AM,47.60916,-122.33264
924 N 143rd St,Auto Fire Alarm,2025 Apr 14 10:36:00 AM,47.732314,-122.346635
42nd Ave S / S Snoqualmie St,Illegal Burn,2025 Apr 14 10:31:00 AM,47.561712,-122.280745
2215 1st Ave,Auto Fire Alarm,2025 Apr 14 09:59:00 AM,47.612716,-122.345399
5101 25th Ave Ne,Auto Fire Alarm,2025 Apr 14 09:01:00 AM,47.666267,-122.300605
2730 Ne University Village St,Auto Fire Alarm,2025 Apr 14 08:47:00 AM,47.663347,-122.296983
5801 Sand Point Way Ne,Auto Fire Alarm,2025 Apr 14 08:19:00 AM,47.670768,-122.269955
1911 22nd Ave S,Auto Fire Alarm,2025 Apr 14 07:27:00 AM,47.586234,-122.304237
Minor Ave / University St,Rubbish Fire,2025 Apr 14 07:00:00 AM,47.611943,-122.325987
212 Alaskan Way S,Auto Fire Alarm,2025 Apr 14 06:51:00 AM,47.600779,-122.335637
600 Broadway,Auto Fire Alarm,2025 Apr 14 06:10:00 AM,47.607218,-122.320752
23rd Ave S / S Jackson St,Illegal Burn,2025 Apr 14 02:14:00 AM,47.599281,-122.302233
3021 Sw Bradford St,Auto Fire Alarm,2025 Apr 14 12:31:00 AM,47.569237,-122.371429
2008 Dexter Ave N,Illegal Burn,2025 Apr 14 12:02:00 AM,47.636727,-122.342835
8 W Aloha St,Auto Fire Alarm,2025 Apr 13 10:08:00 PM,47.627192,-122.356783
657 S Weller St,Auto Fire Alarm,2025 Apr 13 08:56:00 PM,47.597512,-122.324603
4544 Ne 41st St,Brush Fire,2025 Apr 13 06:38:00 PM,47.658412,-122.278985
13030 Linden Ave N,Auto Fire Alarm,2025 Apr 13 06:22:00 PM,47.723429,-122.348165
913 S Jackson St,Auto Fire Alarm,2025 Apr 13 06:10:00 PM,47.59919,-122.320841
899 W Olympic Pl,Illegal Burn,2025 Apr 13 06:05:00 PM,47.62874,-122.368832
Montlake Blvd Ne / Ne Pacific St,Brush Fire,2025 Apr 13 05:12:00 PM,47.648997,-122.304591
Rainier Ave S / S Andover St,Illegal Burn,2025 Apr 13 04:19:00 PM,47.567948,-122.289244
3506 S Adams St,Car Fire,2025 Apr 13 02:34:00 PM,47.565516,-122.289675
1600 S Graham St,Auto Fire Alarm,2025 Apr 13 02:00:00 PM,47.547178,-122.311506
2000 Martin Luther King Jr Way S,Auto Fire Alarm,2025 Apr 13 12:36:00 PM,47.58548,-122.298131
501 Rainier Ave S,Auto Fire Alarm,2025 Apr 13 10:20:00 AM,47.598322,-122.3134
S State St / Valentine Pl S,Illegal Burn,2025 Apr 13 10:19:00 AM,47.587738,-122.307306
1711 23rd Ave S,Auto Fire Alarm,2025 Apr 13 08:44:00 AM,47.58821,-122.302596
2121 6th Ave,Auto Fire Alarm,2025 Apr 13 08:17:00 AM,47.615317,-122.33988
17th Ave Nw / Shilshole Ave Nw,Illegal Burn,2025 Apr 13 08:00:00 AM,47.66239,-122.378894
509 3rd Ave,Auto Fire Alarm,2025 Apr 13 06:46:00 AM,47.602114,-122.330809
2215 1st Ave,Auto Fire Alarm,2025 Apr 13 06:40:00 AM,47.612716,-122.345399
2810 S Mcclellan St,Auto Fire Alarm,2025 Apr 13 04:21:00 AM,47.578347,-122.296085
12517 33rd Ave Ne,Illegal Burn,2025 Apr 13 02:11:00 AM,47.719378,-122.292729
551 Elliott Ave W,Auto Fire Alarm,2025 Apr 13 01:31:00 AM,47.624155,-122.365135
8608 26th Ave Sw,Auto Fire Alarm,2025 Apr 13 12:55:00 AM,47.526238,-122.365867
Alki Ave Sw / 53rd Ave Sw,Illegal Burn,2025 Apr 13 12:18:00 AM,47.583589,-122.400972
Federal Ave E / E Republican St,Illegal Burn,2025 Apr 13 12:00:00 AM,47.623122,-122.318856
N 50th St / Whitman Ave N,Rubbish Fire,2025 Apr 12 11:21:00 PM,47.665045,-122.346064
Boylston Ave E / E Republican St,Brush Fire,2025 Apr 12 11:05:00 PM,47.623136,-122.323058
400 39th Ave E,Illegal Burn,2025 Apr 12 10:55:00 PM,47.622677,-122.283059
800 Jefferson St,Auto Fire Alarm,2025 Apr 12 10:29:00 PM,47.604315,-122.32531
13273 Aurora Ave N,Rubbish Fire,2025 Apr 12 10:04:00 PM,47.725198,-122.344999
7054 32nd Ave S,Auto Fire Alarm,2025 Apr 12 09:51:00 PM,47.539431,-122.291005
4548 Brooklyn Ave Ne,Rubbish Fire,2025 Apr 12 09:30:00 PM,47.66171,-122.314275
1959 Ne Pacific St,Auto Fire Alarm,2025 Apr 12 08:23:00 PM,47.650694,-122.307916
14200 Linden Ave N,Auto Fire Alarm,2025 Apr 12 08:21:00 PM,47.731677,-122.347772
1911 22nd Ave S,Auto Fire Alarm,2025 Apr 12 08:05:00 PM,47.586234,-122.304237
2810 S Mcclellan St,Auto Fire Alarm,2025 Apr 12 07:50:00 PM,47.578347,-122.296085
1911 22nd Ave S,Auto Fire Alarm,2025 Apr 12 06:44:00 PM,47.586234,-122.304237
1410 N 136th St,Brush Fire,2025 Apr 12 06:21:00 PM,47.727974,-122.340357
807 N 50th St,Illegal Burn,2025 Apr 12 05:33:00 PM,47.665011,-122.348487
2245 Nw 57th St,Auto Fire Alarm,2025 Apr 12 05:29:00 PM,47.670184,-122.385375
7500 Seward Park Ave S,Auto Fire Alarm,2025 Apr 12 05:29:00 PM,47.535475,-122.267287
409 W Mercer St,Auto Fire Alarm,2025 Apr 12 05:00:00 PM,47.624603,-122.362041
223 W Galer St,Auto Fire Alarm,2025 Apr 12 03:48:00 PM,47.632321,-122.359809
6737 Corson Ave S,Illegal Burn,2025 Apr 12 02:27:00 PM,47.543072,-122.322867
SB I5 AT 117,Car Fire Freeway,2025 Apr 12 01:39:00 PM,47.713612,-122.327503
417 8th Ave S,Auto Fire Alarm,2025 Apr 12 01:13:00 PM,47.599041,-122.322446
2820 29th Ave S,Illegal Burn,2025 Apr 12 12:31:00 PM,47.57819,-122.295177
7524 18th Ave Ne,Rubbish Fire,2025 Apr 12 12:28:00 PM,47.683258,-122.308866
1119 Mercer St,Auto Fire Alarm,2025 Apr 12 12:27:00 PM,47.6246,-122.33525
999 Hiawatha Pl S,Auto Fire Alarm,2025 Apr 12 12:13:00 PM,47.593568,-122.308459
2208 15th Ave W,Auto Fire Alarm,2025 Apr 12 11:49:00 AM,47.638695,-122.376149
100 Melrose Ave E,Auto Fire Alarm,2025 Apr 12 11:23:00 AM,47.618497,-122.327854
8724 MARY AVE NW,Rubbish Fire,2025 Apr 12 11:06:00 AM,47.692573,-122.375453
51 W Crockett St,Auto Fire Alarm,2025 Apr 12 09:45:00 AM,47.63717,-122.357625
6717 Roosevelt Way Ne,Auto Fire Alarm,2025 Apr 12 08:43:00 AM,47.677402,-122.317385
201 Yesler Way,Illegal Burn,2025 Apr 12 04:01:00 AM,47.601719,-122.331966
2707 Rainier Ave S,Rubbish Fire,2025 Apr 12 03:18:00 AM,47.579152,-122.298763
5701 22nd Ave Nw,Illegal Burn,2025 Apr 11 10:31:00 PM,47.670183,-122.384743
2700 Ne 125th St,Illegal Burn,2025 Apr 11 08:57:00 PM,47.719301,-122.299089
2209 1st Ave,Auto Fire Alarm,2025 Apr 11 08:24:00 PM,47.612669,-122.345319
5600 Roosevelt Way Ne,Auto Fire Alarm,2025 Apr 11 08:15:00 PM,47.669377,-122.317364
1280 Harrison St,Auto Fire Alarm,2025 Apr 11 07:33:00 PM,47.62197,-122.33091
610 S Walker St,Rubbish Fire,2025 Apr 11 07:24:00 PM,47.583976,-122.325862
Nickerson St / Warren Ave N,Rubbish Fire,2025 Apr 11 02:47:00 PM,47.64831,-122.354493
157 12th Ave,Auto Fire Alarm,2025 Apr 11 02:11:00 PM,47.60279,-122.316782
1420 Western Ave,Auto Fire Alarm,2025 Apr 11 12:46:00 PM,47.607557,-122.340392
227 N 143rd St,Illegal Burn,2025 Apr 11 11:35:00 AM,47.732316,-122.356343
3912 S Orcas St,Fire in Building,2025 Apr 11 10:56:00 AM,47.551217,-122.283336
1300 1st Ave,Auto Fire Alarm,2025 Apr 11 10:48:00 AM,47.606835,-122.338197
2019 Boren Ave,Auto Fire Alarm,2025 Apr 11 09:51:00 AM,47.617952,-122.33441
1400 Martin Luther King Jr Way S,Illegal Burn,2025 Apr 11 07:46:00 AM,47.590775,-122.297438
321 Mercer St,Auto Fire Alarm,2025 Apr 11 07:05:00 AM,47.624569,-122.350938
5525 University Way Ne,Auto Fire Alarm,2025 Apr 11 06:46:00 AM,47.668766,-122.313019
801 2nd Ave,Auto Fire Alarm,2025 Apr 11 06:31:00 AM,47.603733,-122.333825
1728 12th Ave,Auto Fire Alarm,2025 Apr 11 04:23:00 AM,47.616754,-122.316878
14396 30th Ave Ne,Auto Fire Alarm,2025 Apr 11 03:12:00 AM,47.732881,-122.296531
1701 Broadway,Auto Fire Alarm,2025 Apr 11 12:32:00 AM,47.616403,-122.320817
201 Yesler Way,Rubbish Fire,2025 Apr 11 12:01:00 AM,47.601719,-122.331966
3008 16th Ave W,Auto Fire Alarm,2025 Apr 10 11:18:00 PM,47.646795,-122.377491
1401 Nw Leary Way,Illegal Burn,2025 Apr 10 10:58:00 PM,47.663662,-122.373594
900 University St,Auto Fire Alarm,2025 Apr 10 09:49:00 PM,47.61055,-122.329318
5444 Delridge Way Sw,Auto Fire Alarm,2025 Apr 10 08:19:00 PM,47.553321,-122.362969
1911 22nd Ave S,Auto Fire Alarm,2025 Apr 10 07:43:00 PM,47.586234,-122.304237
500 Belmont Ave E,Auto Fire Alarm,2025 Apr 10 05:18:00 PM,47.623141,-122.324031
7th Ave / Cherry St,Illegal Burn,2025 Apr 10 05:01:00 PM,47.60534,-122.327624
607 3rd Ave,Auto Fire Alarm,2025 Apr 10 03:51:00 PM,47.602813,-122.331449
509 3rd Ave,Auto Fire Alarm,2025 Apr 10 03:47:00 PM,47.602114,-122.330809
601 Roy St,Auto Fire Alarm,2025 Apr 10 01:37:00 PM,47.625413,-122.344942
2017 3rd Ave,Auto Fire Alarm,2025 Apr 10 01:32:00 PM,47.612524,-122.341104
2017 3RD AVE,Auto Fire Alarm,2025 Apr 10 01:28:00 PM,47.612524,-122.341104
25th Ave S / S College St,Illegal Burn,2025 Apr 10 01:00:00 PM,47.582934,-122.300343
2629 Sw Andover St,Auto Fire Alarm,2025 Apr 10 12:12:00 PM,47.568343,-122.365804
RAINIER AVE S / S BUSH PL,Illegal Burn,2025 Apr 10 11:58:00 AM,47.59235,-122.308833
1502 E Yesler Way,Auto Fire Alarm,2025 Apr 10 11:09:00 AM,47.601686,-122.31285
119 22nd Ave E,Auto Fire Alarm,2025 Apr 10 10:31:00 AM,47.618601,-122.303647
701 Pike St,Auto Fire Alarm,2025 Apr 10 09:45:00 AM,47.611611,-122.333343
1201 Mercer St,Auto Fire Alarm,2025 Apr 10 09:12:00 AM,47.624269,-122.33298
1102 8th Ave,Auto Fire Alarm,2025 Apr 10 07:52:00 AM,47.608665,-122.329131
3rd Ave / Marion St,Rubbish Fire,2025 Apr 10 03:37:00 AM,47.604911,-122.333366
10329 Meridian Ave N,Car Fire,2025 Apr 10 03:20:00 AM,47.703477,-122.333907
123 Bellevue Ave E,Auto Fire Alarm,2025 Apr 10 12:57:00 AM,47.619189,-122.326592
420 Boylston Ave E,Auto Fire Alarm,2025 Apr 09 11:44:00 PM,47.62222,-122.323073
509 3rd Ave,Auto Fire Alarm,2025 Apr 09 09:16:00 PM,47.602114,-122.330809
201 Yesler Way,Rubbish Fire,2025 Apr 09 08:37:00 PM,47.601719,-122.331966
Melrose Ave E / E Roy St,Illegal Burn,2025 Apr 09 07:02:00 PM,47.625119,-122.327887
2401 S Jackson St,Auto Fire Alarm,2025 Apr 09 05:39:00 PM,47.599288,-122.301125
750 S Homer St,Rubbish Fire,2025 Apr 09 05:31:00 PM,47.551149,-122.322329
8th Ave / Seneca St,Illegal Burn,2025 Apr 09 05:13:00 PM,47.609372,-122.329777
5101 25th Ave Ne,Auto Fire Alarm,2025 Apr 09 04:21:00 PM,47.666267,-122.300605
12354 Lake City Way Ne,Auto Fire Alarm,2025 Apr 09 03:53:00 PM,47.718864,-122.295479
816 Ne 66th St,Auto Fire Alarm,2025 Apr 09 03:38:00 PM,47.676577,-122.319872
305 Harrison St,Auto Fire Alarm,2025 Apr 09 12:35:00 PM,47.622089,-122.351371
1818 Harvard Ave,Auto Fire Alarm,2025 Apr 09 11:51:00 AM,47.617766,-122.322171
1222 Summit Ave,Auto Fire Alarm,2025 Apr 09 11:40:00 AM,47.611847,-122.324363
1250 1st Ave S,Auto Fire Alarm,2025 Apr 09 10:29:00 AM,47.592049,-122.334195
1212 Queen Anne Ave N,Auto Fire Alarm,2025 Apr 09 09:15:00 AM,47.62967,-122.356621
4717 Brooklyn Ave Ne,Auto Fire Alarm,2025 Apr 09 08:38:00 AM,47.663197,-122.314236
3901 Martin Luther King Jr Way S,Illegal Burn,2025 Apr 09 08:12:00 AM,47.569117,-122.296982
1101 Dexter Ave N,Auto Fire Alarm,2025 Apr 09 07:46:00 AM,47.628891,-122.342311
11th Ave Nw / Nw Ballard Way,Illegal Burn,2025 Apr 09 06:36:00 AM,47.662929,-122.370767
28th Ave Sw / Sw Henderson St,Illegal Burn,2025 Apr 09 04:40:00 AM,47.522855,-122.368686
701 Westlake Ave N,Rubbish Fire,2025 Apr 09 02:30:00 AM,47.625796,-122.338635
223 W Galer St,Auto Fire Alarm,2025 Apr 08 10:28:00 PM,47.632321,-122.359809
S King St / 7th Ave S,Rubbish Fire,2025 Apr 08 09:58:00 PM,47.59835,-122.323754
2702 6th Ave S,Illegal Burn,2025 Apr 08 09:31:00 PM,47.579788,-122.325977
133 Broadway E,Auto Fire Alarm,2025 Apr 08 08:22:00 PM,47.619121,-122.32086
2121 6th Ave,Auto Fire Alarm,2025 Apr 08 08:12:00 PM,47.615317,-122.33988
1200 6th Ave,Auto Fire Alarm,2025 Apr 08 07:20:00 PM,47.608444,-122.331995
3621 33rd Ave S,Auto Fire Alarm,2025 Apr 08 07:12:00 PM,47.571408,-122.291001
1711 23rd Ave S,Auto Fire Alarm,2025 Apr 08 02:25:00 PM,47.58821,-122.302596
2601 4th Ave,Auto Fire Alarm,2025 Apr 08 02:09:00 PM,47.617243,-122.347105
120 BROADWAY,Auto Fire Alarm,2025 Apr 08 12:58:00 PM,47.602255,-122.320739
103 Bellevue Ave E,Auto Fire Alarm,2025 Apr 08 12:54:00 PM,47.618583,-122.326727
103 Bellevue Ave E,Auto Fire Alarm,2025 Apr 08 12:45:00 PM,47.618583,-122.326727
4500 40th Ave Ne,Auto Fire Alarm,2025 Apr 08 11:49:00 AM,47.661266,-122.284754
3229 3rd Ave W,Auto Fire Alarm,2025 Apr 08 11:28:00 AM,47.648711,-122.360887
750 Republican St,Auto Fire Alarm,2025 Apr 08 11:22:00 AM,47.623224,-122.342361
1307 Ne 40th St,Auto Fire Alarm,2025 Apr 08 11:04:00 AM,47.655367,-122.314358
3244 Nw 54th St,Auto Fire Alarm,2025 Apr 08 10:36:00 AM,47.667464,-122.399817
899 W Olympic Pl,Rubbish Fire,2025 Apr 08 10:24:00 AM,47.62874,-122.368832
6400 15th Ave Nw,Auto Fire Alarm,2025 Apr 08 09:54:00 AM,47.675279,-122.376211
2100 24th Ave S,Illegal Burn,2025 Apr 08 09:48:00 AM,47.584503,-122.301632
1959 Ne Pacific St,Auto Fire Alarm,2025 Apr 08 07:47:00 AM,47.650694,-122.307916
2524 S Jackson St,Auto Fire Alarm,2025 Apr 08 05:22:00 AM,47.599265,-122.299586
125 16th Ave E,Auto Fire Alarm,2025 Apr 08 03:34:00 AM,47.618801,-122.311432
1827 15th Ave W,Auto Fire Alarm,2025 Apr 08 03:31:00 AM,47.635236,-122.376135
107 Cherry St,Auto Fire Alarm,2025 Apr 08 02:15:00 AM,47.602588,-122.334202
1420 5th Ave,Auto Fire Alarm,2025 Apr 08 12:09:00 AM,47.609878,-122.334842
2219 2nd Ave,Auto Fire Alarm,2025 Apr 07 11:37:00 PM,47.613412,-122.344592
9746 Rainier Ave S,Rubbish Fire,2025 Apr 07 10:45:00 PM,47.515429,-122.25328
107 Cherry St,Auto Fire Alarm,2025 Apr 07 09:40:00 PM,47.602588,-122.334202
1325 Fairview Ave E,Illegal Burn,2025 Apr 07 09:18:00 PM,47.632722,-122.326886
923 Nw 54th St,Rubbish Fire,2025 Apr 07 08:43:00 PM,47.667885,-122.368845
Eastlake Ave E / Harvard Ave E,Rubbish Fire,2025 Apr 07 08:42:00 PM,47.650519,-122.322094
1401 Broadway,Auto Fire Alarm,2025 Apr 07 08:31:00 PM,47.612963,-122.320762
17th Ave S / S Jackson St,Illegal Burn,2025 Apr 07 07:03:00 PM,47.599232,-122.310272
1431 Minor Ave,Auto Fire Alarm,2025 Apr 07 06:37:00 PM,47.613247,-122.327187
2929 1st Ave,Auto Fire Alarm,2025 Apr 07 05:49:00 PM,47.617141,-122.352885
1920 Queen Anne Ave N,Auto Fire Alarm,2025 Apr 07 04:52:00 PM,47.636072,-122.356954
2121 26th Ave S,Auto Fire Alarm,2025 Apr 07 02:30:00 PM,47.584234,-122.299024
2746 Ne 45th St,Illegal Burn,2025 Apr 07 10:57:00 AM,47.661239,-122.297259
S Estelle St / Rainier Ave S,Illegal Burn,2025 Apr 07 08:14:00 AM,47.571895,-122.293225
14201 LINDEN AVE N,Illegal Burn,2025 Apr 07 04:17:00 AM,47.731683,-122.347772
815 E Pine St,Auto Fire Alarm,2025 Apr 07 03:24:00 AM,47.615227,-122.321926
4217 University Way Ne,Dumpster Fire,2025 Apr 07 02:51:00 AM,47.658557,-122.313201
1446 Nw 53rd St,Illegal Burn,2025 Apr 07 01:30:00 AM,47.667161,-122.374796
1525 14th Ave,Auto Fire Alarm,2025 Apr 07 12:24:00 AM,47.614406,-122.314228
22nd Ave Nw / Nw 57th St,Illegal Burn,2025 Apr 07 12:19:00 AM,47.670183,-122.384743
417 8th Ave S,Auto Fire Alarm,2025 Apr 06 11:52:00 PM,47.599041,-122.322446
Dexter Ave N / Nickerson St,Illegal Burn,2025 Apr 06 10:27:00 PM,47.646147,-122.349741
