OBJECTID,GEOID,Tract Label,Tract Name,Community Reporting Area Name,Community Reporting Area ID,Year,Tract Median Apartment Contract Rent per Square Foot,Tract Median Apartment Contract Rent per Unit,Year over Year Change in Rent per Square Foot,Year over Year Change in Rent per Unit,Cost Category,Year over Year Change in Rent Category,Mixed-Rate or Mixed-Income Apartment in Tract,Level of Concern,PROPERTIES,Shape__Area,Shape__Length
3789,53033002500,25,Census Tract 25,Ravenna/Bryant,7.3,2022,2.78,2018,0.007246377,0.008495752,Medium,Stable,64,,3,10594634.3,16442.96859
3790,53033002200,22,Census Tract 22,Wedgwood/View Ridge,7.4,2022,2.85,2426,0.025179856,0.023196963,High,Stable,164,,6,30127208.02,28505.80679
3791,53033004000,40,Census Tract 40,Laurelhurst/Sand Point,7.5,2022,1.8,1221,0,0.005766063,Low,Stable,69,,3,26374983.68,27560.01384
3792,53033005804,58.04,Census Tract 58.04,Interbay,12.2,2022,2.9,1934,0.035714286,0.037553648,Medium,Stable,1064,,38,25124062.74,48668.27224
3793,53033006800,68,Census Tract 68,Queen Anne,12.3,2022,3.75,2491,-0.00530504,-0.0036,High,Decline,543,,26,7729250.272,11275.37735
3794,53033008102,81.02,Census Tract 81.02,Downtown Commercial Core,13.2,2022,3.8,3330,-0.079903148,-0.080872205,High,Decline,1310,,9,5987812.086,14339.99503
3795,53033008101,81.01,Census Tract 81.01,Downtown Commercial Core,13.2,2022,3.04,2653,-0.012987013,-0.011181513,High,Decline,1054,,6,2992165.479,11427.14676
3796,53033007902,79.02,Census Tract 79.02,Central Area/Squire Park,5.3,2022,3.05,2088,0.048109966,0.049246231,High,Stable,1212,,22,4641637.8,9715.120877
3797,53033007302,73.02,Census Tract 73.02,Cascade/Eastlake,11.3,2022,3.88,3135,0.010416667,0.008687259,High,Stable,3254,,9,3368769.265,7802.426354
3798,53033007101,71.01,Census Tract 71.01,Queen Anne,12.3,2022,3.13,2087,0.003205128,0.002883229,High,Stable,1909,,30,5328474.607,9004.947227
3799,53033009300,93,Census Tract 93,Duwamish/SODO,3.3,2022,3.1,2229,0.036789298,0.039645522,High,Stable,780,,14,102171584.8,53946.37345
3800,53033010502,105.02,Census Tract 105.02,West Seattle Junction/Genesee Hill,1.3,2022,2.7,1830,0.042471042,0.043329532,Medium,Stable,1428,,28,10504351.34,14546.13624
3801,53033010001,100.01,Census Tract 100.01,North Beacon Hill/Jefferson Park,3.6,2022,2.68,1701,0.022900763,0.021621622,Medium,Stable,692,,21,25052474.61,25628.92453
3802,53033009801,98.01,Census Tract 98.01,West Seattle Junction/Genesee Hill,1.3,2022,3.02,2021,0.063380282,0.059779759,High,Stable,586,,23,10814248.94,13291.54908
3803,53033008900,89,Census Tract 89,Madrona/Leschi,5.1,2022,2.87,1980,-0.111455108,-0.11011236,High,Decline,852,,19,13690717.17,19328.7464
3804,53033026300,263,Census Tract 263,Rainier Beach,4.1,2022,0,0,0,0,,,0,,0,30724.63332,954.0480244
3805,53033012000,120,Census Tract 120,Arbor Heights,1.1,2022,0,0,0,0,,,0,,0,15560990.44,16787.97428
3806,53033011101,111.01,Census Tract 111.01,Columbia City,4.2,2022,2.81,1813,0.044609665,0.0455594,Medium,Stable,954,,15,12236718.08,15552.07435
3807,53033011001,110.01,Census Tract 110.01,South Beacon Hill/NewHolly,3.4,2022,2.73,2345,0.192139738,0.193991853,High,Rise,182,,2,11629041.07,16287.35531
3808,53033010800,108,Census Tract 108,Riverview,2.3,2022,1.87,1308,0.010810811,0.012383901,Low,Stable,59,,3,44087445.22,39019.3475
3809,53033000800,8,Census Tract 8,Cedar Park/Meadowbrook,8.3,2022,0,0,0,0,,,0,,0,12290810.02,15312.08746
3810,53033003400,34,Census Tract 34,Greenwood/Phinney Ridge,9.3,2022,1.57,969,0.012903226,0.014659686,Low,Stable,93,,9,8472471.715,12629.32293
3811,53033005306,53.06,Census Tract 53.06,University District,7.2,2022,3.03,1676,0.023648649,0.023199023,Medium,Stable,836,,20,2157906.058,5954.872623
3812,53033004302,43.02,Census Tract 43.02,Ravenna/Bryant,7.3,2022,3.18,1936,-0.030487805,-0.027135678,High,Decline,1311,,63,3564115.67,7987.274419
3813,53033002400,24,Census Tract 24,Wedgwood/View Ridge,7.4,2022,0,0,0,0,,,0,,0,10359919.78,13151.71252
3814,53033004102,41.02,Census Tract 41.02,Laurelhurst/Sand Point,7.5,2022,2.84,2011,0.032727273,0.031811185,High,Stable,487,,7,17933927.27,23350.80029
3815,53033005600,56,Census Tract 56,Magnolia,12.1,2022,0,0,0,0,,,0,,0,32045056.14,29943.50553
3816,53033006703,67.03,Census Tract 67.03,Queen Anne,12.3,2022,2.67,2041,0.015209125,0.016434263,Medium,Stable,608,,35,6427171.884,10846.49304
3817,53033006100,61,Census Tract 61,Montlake/Portage Bay,7.1,2022,3.07,1787,0.009868421,0.011318619,Medium,Stable,1496,,87,11959193.74,21477.26483
3818,53033005700,57,Census Tract 57,Magnolia,12.1,2022,2.06,1543,0.009803922,0.007180157,Low,Stable,352,,28,53305584.43,44506.56554
3819,53033005901,59.01,Census Tract 59.01,Queen Anne,12.3,2022,2.53,1615,-0.04887218,-0.042679312,Low,Decline,459,,30,8449086.719,19075.29242
3820,53033008401,84.01,Census Tract 84.01,Capitol Hill,6.2,2022,3.37,2158,0.021212121,0.02226433,High,Stable,1921,,24,2700766.609,9275.818268
3821,53033008300,83,Census Tract 83,First Hill,6.1,2022,3.06,2071,-0.006493506,-0.006238004,High,Decline,1196,,14,2561276.498,8632.134894
3822,53033007501,75.01,Census Tract 75.01,Capitol Hill,6.2,2022,3.1,1777,0.033333333,0.030144928,Medium,Stable,1970,,90,3210519.937,7219.623642
3823,53033009702,97.02,Census Tract 97.02,West Seattle Junction/Genesee Hill,1.3,2022,2.53,1633,0.036885246,0.037484117,Medium,Stable,105,,7,23899907.43,28258.76257
3824,53033008800,88,Census Tract 88,Central Area/Squire Park,5.3,2022,2.66,1684,-0.089041096,-0.089237426,Medium,Decline,752,,31,10210038.86,13202.52686
3825,53033008500,85,Census Tract 85,First Hill,6.1,2022,3.39,2247,0.021084337,0.021363636,High,Stable,1556,,21,4854121.319,9025.581615
3826,53033026500,265,Census Tract 265,Highland Park,2.5,2022,0,0,0,0,,,0,,0,4617675.483,11234.96478
3827,53033011601,116.01,Census Tract 116.01,Fauntleroy/Seaview,1.2,2022,1.52,1054,0.013333333,0.011516315,Low,Stable,80,,6,16710842.89,20011.96599
3828,53033011300,113,Census Tract 113,Highland Park,2.5,2022,2.16,1739,0.102040816,0.101329956,Low,Stable,334,,17,37260682.97,27184.16139
3829,53033011500,115,Census Tract 115,Roxhill/Westwood,2.4,2022,2.05,1462,0,0,Low,Stable,250,,12,16558652.75,19887.30894
3830,53033010601,106.01,Census Tract 106.01,Fauntleroy/Seaview,1.2,2022,2.59,1588,0.023715415,0.024516129,Low,Stable,388,,26,11724162.32,14458.83704
3831,53033001202,12.02,Census Tract 12.02,Northgate/Maple Leaf,8.1,2022,2.83,2084,0.017985612,0.020068527,High,Stable,1221,,14,8841145.884,13324.99009
3832,53033000102,1.02,Census Tract 1.02,Cedar Park/Meadowbrook,8.3,2022,2.43,1758,0.021008403,0.022093023,Medium,Stable,935,,18,15446821.48,19552.36233
3833,53033004701,47.01,Census Tract 47.01,Ballard,10.4,2022,2.98,2069,0.013605442,0.015210991,High,Stable,1486,,54,6036028.326,13539.04763
3834,53033004500,45,Census Tract 45,Wallingford,11.2,2022,2.24,1964,0.004484305,0.008213552,Medium,Stable,53,,3,7222109.888,11018.30209
3835,53033002900,29,Census Tract 29,Greenwood/Phinney Ridge,9.3,2022,2.24,1608,0.032258065,0.029449424,Low,Stable,286,,25,10614791.11,13366.31967
3836,53033004201,42.01,Census Tract 42.01,Ravenna/Bryant,7.3,2022,1.91,1674,0.010582011,0.007220217,Low,Stable,178,,10,13390664.27,18286.14392
3837,53033007403,74.03,Census Tract 74.03,Capitol Hill,6.2,2022,2.87,1705,-0.003472222,-0.002923977,Medium,Decline,1586,,52,1276089.069,5227.495287
3838,53033007002,70.02,Census Tract 70.02,Queen Anne,12.3,2022,2.83,1831,-0.003521127,0.000546448,Medium,Decline,1824,,75,4746869.846,9490.799057
3839,53033005803,58.03,Census Tract 58.03,Interbay,12.2,2022,2.01,1449,0.015151515,0.013995801,Low,Stable,382,,32,8956173.425,17129.19881
3840,53033005902,59.02,Census Tract 59.02,Queen Anne,12.3,2022,2.11,1622,0.009569378,0.009334163,Low,Stable,103,,10,11010649.89,15184.22057
3841,53033004902,49.02,Census Tract 49.02,Fremont,11.1,2022,3.18,1855,0.012738854,0.013107591,High,Stable,956,,65,6448262.34,10801.73149
3842,53033005801,58.01,Census Tract 58.01,Interbay,12.2,2022,2.38,2077,0.03030303,0.027709055,Medium,Stable,1305,,45,19618424.24,25500.01395
3843,53033007406,74.06,Census Tract 74.06,Capitol Hill,6.2,2022,3.01,1574,0.048780488,0.050734312,Medium,Stable,1274,,44,1623443.827,6764.477241
3844,53033007405,74.05,Census Tract 74.05,Capitol Hill,6.2,2022,2.89,1581,0.024822695,0.023963731,Medium,Stable,1505,,52,1418974.042,5012.79869
3845,53033009701,97.01,Census Tract 97.01,Alki/Admiral,1.4,2022,2.1,1760,0.024390244,0.026239067,Low,Stable,400,,36,19291172.12,29764.00034
3846,53033009600,96,Census Tract 96,Alki/Admiral,1.4,2022,2.06,1639,0.01980198,0.021820449,Low,Stable,469,,35,19741501.65,20745.406
3847,53033008700,87,Census Tract 87,Central Area/Squire Park,5.3,2022,2.77,1597,0.03358209,0.033656958,Medium,Stable,588,,42,7883013.17,11432.38421
3848,53033011402,114.02,Census Tract 114.02,Roxhill/Westwood,2.4,2022,2.36,1416,0.021645022,0.018705036,Low,Stable,510,,26,12779277.86,17351.05501
3849,53033011200,112,Census Tract 112,South Park,3.1,2022,1.45,875,0.013986014,0.012731481,Low,Stable,175,,15,26463890.03,27002.33758
3850,53033010900,109,Census Tract 109,Georgetown,3.2,2022,2.58,1289,0.027888446,0.025457438,Low,Stable,110,,11,51677122.71,44978.75384
3851,53033011002,110.02,Census Tract 110.02,South Beacon Hill/NewHolly,3.4,2022,0,0,0,0,,,0,,0,18508908.46,22511.12676
3852,53033011102,111.02,Census Tract 111.02,Seward Park,4.3,2022,2.08,1383,0.04,0.038288288,Low,Stable,450,,22,13970026.69,20411.17006
3853,53033010702,107.02,Census Tract 107.02,High Point,2.2,2022,2.71,1914,0.038314176,0.039652363,Medium,Stable,114,,2,8396926.793,14935.93024
3854,53033001100,11,Census Tract 11,Olympic Hills/Victory Heights,8.2,2022,1.94,1443,0.015706806,0.011212334,Low,Stable,188,,11,11416399.59,14159.12735
3855,53033000700,7,Census Tract 7,Olympic Hills/Victory Heights,8.2,2022,2.15,1515,0.014150943,0.014735432,Low,Stable,980,,55,13932242.39,16134.02991
3856,53033000202,2.02,Census Tract 2.02,Olympic Hills/Victory Heights,8.2,2022,2.09,1670,0.02955665,0.029593095,Low,Stable,182,,5,15930118.49,17285.82737
3857,53033000101,1.01,Census Tract 1.01,Cedar Park/Meadowbrook,8.3,2022,2.1,1495,0.009615385,0.00877193,Low,Stable,1353,,34,4465058.881,8662.074215
3858,53033003301,33.01,Census Tract 33.01,Whittier Heights,10.2,2022,2.9,1739,0.039426523,0.038208955,Medium,Stable,832,,63,7202858.493,11177.18133
3859,53033003602,36.02,Census Tract 36.02,Green Lake,9.4,2022,3.27,1905,0.021875,0.022544283,High,Stable,2741,,59,5621886.085,11471.09438
3860,53033001900,19,Census Tract 19,Northgate/Maple Leaf,8.1,2022,2.98,2188,0.010169492,0.010156971,High,Stable,516,,9,17945171.52,18948.48127
3861,53033001702,17.02,Census Tract 17.02,Greenwood/Phinney Ridge,9.3,2022,0,0,0,0,,,0,,0,13779275.76,17476.40751
3862,53033006500,65,Census Tract 65,North Capitol Hill,6.3,2022,2.83,1865,0.017985612,0.016348774,Medium,Stable,1172,,77,12352257.76,17921.50133
3863,53033006200,62,Census Tract 62,Montlake/Portage Bay,7.1,2022,0,0,0,0,,,0,,0,24610619.74,40010.59926
3864,53033005305,53.05,Census Tract 53.05,University District,7.2,2022,3.14,1514,-0.003174603,-0.003947368,Medium,Decline,1267,,38,2292236.616,6048.609222
3865,53033002600,26,Census Tract 26,Ravenna/Bryant,7.3,2022,3.13,1949,0.0330033,0.03340403,High,Stable,755,,8,13398040.18,15933.9379
3866,53033002000,20,Census Tract 20,Northgate/Maple Leaf,8.1,2022,2.25,1689,0.02739726,0.029250457,Low,Stable,206,,9,12183878.82,15509.54571
3867,53033006300,63,Census Tract 63,Madison Park,6.5,2022,2.66,2017,0.027027027,0.027508915,Medium,Stable,578,,20,27750333.4,36285.84892
3868,53033006600,66,Census Tract 66,Cascade/Eastlake,11.3,2022,2.88,1914,0.024911032,0.023529412,Medium,Stable,1755,,84,11110296.85,21995.1063
3869,53033006900,69,Census Tract 69,Queen Anne,12.3,2022,2.52,1649,0.037037037,0.032561052,Medium,Stable,493,,35,9742176.65,15666.54395
3870,53033006000,60,Census Tract 60,Queen Anne,12.3,2022,2.71,2001,0.018796992,0.019358125,Medium,Stable,852,,56,14158764.71,19123.03263
3871,53033005201,52.01,Census Tract 52.01,Wallingford,11.2,2022,3.39,1566,-0.002941176,-0.00127551,Medium,Decline,719,,26,7536632.481,14175.92406
3872,53033005000,50,Census Tract 50,Wallingford,11.2,2022,2.99,1876,-0.009933775,-0.010548523,Medium,Decline,1371,,70,8151942.295,11560.14801
3873,53033008600,86,Census Tract 86,First Hill,6.1,2022,3.24,1758,0.025316456,0.023282887,High,Stable,2493,,57,7656616.626,11640.72061
3874,53033008002,80.02,Census Tract 80.02,Belltown,13.1,2022,3.31,2362,-0.090659341,-0.090138675,High,Decline,2174,,18,2522029.808,7998.382466
3875,53033007901,79.01,Census Tract 79.01,Central Area/Squire Park,5.3,2022,2.66,1703,0.011406844,0.010682493,Medium,Stable,1053,,50,2876299.502,7879.404339
3876,53033007202,72.02,Census Tract 72.02,Cascade/Eastlake,11.3,2022,3.81,2816,-0.01038961,-0.01054111,High,Decline,2195,,14,3020075.663,7591.701883
3877,53033007301,73.01,Census Tract 73.01,Cascade/Eastlake,11.3,2022,3.26,2292,0.01875,0.016858917,High,Stable,2365,,17,2699344.108,7422.610693
3878,53033010302,103.02,Census Tract 103.02,Columbia City,4.2,2022,2.9,2033,0.024734982,0.026767677,High,Stable,1304,,24,6804418.751,11267.2532
3879,53033009100,91,Census Tract 91,Pioneer Square/International District,13.3,2022,2.94,1870,-0.039215686,-0.039548023,Medium,Decline,2071,,17,4419685.266,10608.38541
3880,53033009200,92,Census Tract 92,Pioneer Square/International District,13.3,2022,3.09,1832,0.013114754,0.013274336,High,Stable,486,,12,3456088.55,12687.12119
3881,53033011700,117,Census Tract 117,South Beacon Hill/NewHolly,3.4,2022,0,0,0,0,,,0,,0,37826036.26,29439.62674
3882,53033000500,5,Census Tract 5,Broadview/Bitter Lake,9.1,2022,0,0,0,0,,,0,,0,30294741.05,27094.56678
3883,53033000601,6.01,Census Tract 6.01,Haller Lake,9.5,2022,2.19,1550,0.042857143,0.043771044,Low,Stable,610,,17,15404952.58,20078.95648
3884,53033003500,35,Census Tract 35,Greenwood/Phinney Ridge,9.3,2022,2.77,1362,0.010948905,0.009636768,Low,Stable,313,,22,13828061.67,16634.34896
3885,53033001500,15,Census Tract 15,North Beach/Blue Ridge,10.1,2022,1.06,1227,0.019230769,0.014888337,Low,Stable,64,,5,12300447.06,13960.37955
3886,53033001400,14,Census Tract 14,North Beach/Blue Ridge,10.1,2022,2.09,1666,0.024509804,0.026494147,Low,Stable,433,,21,23073388.66,30536.33745
3887,53033001300,13,Census Tract 13,Licton Springs,9.2,2022,2.12,1315,0.044334975,0.043650794,Low,Stable,973,,76,12710036.99,14881.08705
3888,53033003800,38,Census Tract 38,Ravenna/Bryant,7.3,2022,3.85,1971,0.057692308,0.056836461,High,Stable,159,,6,6722791.394,10392.53155
3889,53033007001,70.01,Census Tract 70.01,Queen Anne,12.3,2022,2.6,1545,0.007751938,0.00848564,Low,Stable,1345,,49,3856290.05,9530.302569
3890,53033004800,48,Census Tract 48,Fremont,11.1,2022,2.85,1703,-0.006968641,-0.004675628,Medium,Decline,388,,30,13833886.82,18822.23657
3891,53033005100,51,Census Tract 51,Wallingford,11.2,2022,2.97,1300,0.027681661,0.026045777,Low,Stable,350,,24,9490350.153,13462.59155
3892,53033008200,82,Census Tract 82,First Hill,6.1,2022,3.04,2319,-0.11627907,-0.115897827,High,Decline,2557,,16,4044773.826,9102.140341
3893,53033010101,101.01,Census Tract 101.01,Columbia City,4.2,2022,3.16,1675,0.022653722,0.021964613,Medium,Stable,345,,11,9381810.131,15311.65671
3894,53033012100,121,Census Tract 121,Arbor Heights,1.1,2022,0,0,0,0,,,0,,0,18538900.93,25983.61624
3895,53033011901,119.01,Census Tract 119.01,Rainier Beach,4.1,2022,0,0,0,0,,,0,,0,18097640.74,20485.64554
3896,53033000602,6.02,Census Tract 6.02,Haller Lake,9.5,2022,2.37,2022,0.161764706,0.160734788,Medium,Stable,396,,9,25947507.86,23221.70475
3897,53033000201,2.01,Census Tract 2.01,Olympic Hills/Victory Heights,8.2,2022,2.04,1668,0.0625,0.061068702,Low,Stable,873,,13,19446176.32,18651.57808
3898,53033003302,33.02,Census Tract 33.02,Whittier Heights,10.2,2022,2.32,1519,0.008695652,0.009973404,Low,Stable,552,,57,6749336.486,10550.81793
3899,53033005304,53.04,Census Tract 53.04,University District,7.2,2022,0,0,0,0,,,0,,0,786047.0981,4083.126066
3900,53033004202,42.02,Census Tract 42.02,Ravenna/Bryant,7.3,2022,2.96,2049,-0.006711409,-0.005822416,High,Decline,213,,7,13141688.45,15651.66637
3901,53033007404,74.04,Census Tract 74.04,Capitol Hill,6.2,2022,2.8,1638,0.007194245,0.009242144,Medium,Stable,1389,,64,1654579.828,5775.699987
3902,53033006701,67.01,Census Tract 67.01,Queen Anne,12.3,2022,3.17,2357,0.012779553,0.014199656,High,Stable,2319,,23,3639833.178,12143.77924
3903,53033007800,78,Census Tract 78,Madrona/Leschi,5.1,2022,2.28,1762,0.013333333,0.013808976,Low,Stable,91,,6,22245158.16,28746.37352
3904,53033007503,75.03,Census Tract 75.03,Capitol Hill,6.2,2022,3.3,2121,0.015384615,0.017266187,High,Stable,1782,,26,2018614.368,6484.389482
3905,53033007201,72.01,Census Tract 72.01,Cascade/Eastlake,11.3,2022,3.23,2155,-0.027108434,-0.028841821,High,Decline,2271,,15,1622558.9,5873.216511
3906,53033007203,72.03,Census Tract 72.03,Cascade/Eastlake,11.3,2022,3.53,2514,-0.04076087,-0.038990826,High,Decline,2144,,17,6238804.943,12493.9648
3907,53033010301,103.01,Census Tract 103.01,Columbia City,4.2,2022,1.81,1580,0.028409091,0.027308192,Low,Stable,52,,4,10792262.46,16924.36851
3908,53033009900,99,Census Tract 99,North Delridge,2.1,2022,2.81,1635,0.021818182,0.020599251,Medium,Stable,990,,25,70254374.71,64633.66158
3909,53033009500,95,Census Tract 95,Mt. Baker/North Rainier,4.4,2022,2.91,1374,-0.003424658,-0.002902758,Medium,Decline,314,,16,27424305.67,29618.2113
3910,53033009400,94,Census Tract 94,North Beacon Hill/Jefferson Park,3.6,2022,3.14,1796,0.012903226,0.012972363,High,Stable,875,,56,18150625.68,18874.58318
3911,53033011801,118.01,Census Tract 118.01,Rainier Beach,4.1,2022,1.85,1303,0.033519553,0.028413575,Low,Stable,258,,12,12671173.51,15849.81354
3912,53033011602,116.02,Census Tract 116.02,Fauntleroy/Seaview,1.2,2022,2.18,1501,0.038095238,0.035886818,Low,Stable,113,,13,16924173.23,24704.04057
3913,53033011401,114.01,Census Tract 114.01,Roxhill/Westwood,2.4,2022,2.37,2079,0.044052863,0.045248869,Medium,Stable,565,,6,13273369.14,17478.05916
3914,53033010701,107.01,Census Tract 107.01,High Point,2.2,2022,2.27,1930,0.091346154,0.092865232,Medium,Stable,214,,5,15726285.72,21302.36518
3915,53033010602,106.02,Census Tract 106.02,Fauntleroy/Seaview,1.2,2022,2.26,1493,0.018018018,0.015646259,Low,Stable,389,,24,15462014.06,23774.94714
3916,53033000900,9,Census Tract 9,Cedar Park/Meadowbrook,8.3,2022,0,0,0,0,,,0,,0,10031158.89,20828.1662
3917,53033000402,4.02,Census Tract 4.02,Broadview/Bitter Lake,9.1,2022,1.98,1331,0.010204082,0.0121673,Low,Stable,589,,28,19362220.52,21397.1753
3918,53033000300,3,Census Tract 3,Haller Lake,9.5,2022,1.47,1117,0.013793103,0.016378526,Low,Stable,83,,7,13033864.6,17298.02954
3919,53033003202,32.02,Census Tract 32.02,Sunset Hill/Loyal Heights,10.3,2022,2.49,1688,0.012195122,0.008965929,Medium,Stable,387,,35,10289818.46,12945.39486
3920,53033003000,30,Census Tract 30,Whittier Heights,10.2,2022,2.73,1709,0.05,0.05104551,Medium,Stable,354,,27,16072222.01,16061.94762
3921,53033001701,17.01,Census Tract 17.01,Greenwood/Phinney Ridge,9.3,2022,3.1,1945,0.019736842,0.018858041,High,Stable,1053,,37,9609026.085,17164.45478
3922,53033001600,16,Census Tract 16,North Beach/Blue Ridge,10.1,2022,3.19,1910,0.006309148,0.007383966,High,Stable,222,,14,20575392.71,23147.64598
3923,53033002100,21,Census Tract 21,Wedgwood/View Ridge,7.4,2022,3.55,1402,0.014285714,0.015206372,Medium,Stable,483,,17,14696796.74,16139.92186
3924,53033003900,39,Census Tract 39,Wedgwood/View Ridge,7.4,2022,1.84,1259,0.005464481,0.005591054,Low,Stable,108,,8,10481334.98,13200.90921
3925,53033007102,71.02,Census Tract 71.02,Queen Anne,12.3,2022,3.12,2035,-0.006369427,-0.006832601,High,Decline,1530,,29,3615500.898,11499.94075
3926,53033006702,67.02,Census Tract 67.02,Queen Anne,12.3,2022,3.37,2299,0.012012012,0.011438627,High,Stable,1288,,35,3280147.995,8593.864905
3927,53033005401,54.01,Census Tract 54.01,Fremont,11.1,2022,3.44,2214,0,0.000904159,High,Stable,1181,,38,7892270.588,19740.10787
3928,53033008004,80.04,Census Tract 80.04,Belltown,13.1,2022,2.86,2192,-0.059210526,-0.058419244,High,Decline,1067,,10,2908326.633,14944.97959
3929,53033008003,80.03,Census Tract 80.03,Belltown,13.1,2022,3.25,2125,-0.024024024,-0.025676295,High,Decline,1361,,13,2122043.711,8720.999421
3930,53033008402,84.02,Census Tract 84.02,Capitol Hill,6.2,2022,3.14,1922,0.026143791,0.027807487,High,Stable,2033,,42,1565507.715,5220.868487
3931,53033007303,73.03,Census Tract 73.03,Cascade/Eastlake,11.3,2022,4.18,3396,0.02200489,0.021353383,High,Stable,3277,,13,3374596.393,7984.863522
3932,53033010002,100.02,Census Tract 100.02,North Beacon Hill/Jefferson Park,3.6,2022,2.81,1753,0.068441065,0.0669507,Medium,Stable,671,,23,10204645.64,13732.76539
3933,53033011902,119.02,Census Tract 119.02,Rainier Beach,4.1,2022,0,0,0,0,,,0,,0,16290813.63,28897.59863
3934,53033011802,118.02,Census Tract 118.02,Rainier Beach,4.1,2022,2.52,1542,0.095652174,0.095170455,Low,Stable,67,,3,12323056.74,17201.54679
3935,53033004703,47.03,Census Tract 47.03,Ballard,10.4,2022,3.16,1767,0.009584665,0.009137636,High,Stable,1108,,56,13030918.14,18718.85939
3936,53033001000,10,Census Tract 10,Cedar Park/Meadowbrook,8.3,2022,2.04,1559,0.02,0.022965879,Low,Stable,122,,5,10270271.69,13147.0306
3937,53033000403,4.03,Census Tract 4.03,Broadview/Bitter Lake,9.1,2022,2.12,1589,0.070707071,0.068594486,Low,Stable,454,,12,7881185.923,14097.02669
3938,53033003201,32.01,Census Tract 32.01,Sunset Hill/Loyal Heights,10.3,2022,3.27,2096,0.009259259,0.007208073,High,Stable,1240,,30,11927788.62,32094.50339
3939,53033004600,46,Census Tract 46,Green Lake,9.4,2022,2.23,1393,0.013636364,0.011619463,Low,Stable,65,,7,27829368.76,25514.224
3940,53033004702,47.02,Census Tract 47.02,Ballard,10.4,2022,3.16,1905,0.003174603,0.005807814,High,Stable,1748,,46,2867507.734,6956.449675
3941,53033002700,27,Census Tract 27,Green Lake,9.4,2022,2.3,1678,0.026785714,0.027556644,Low,Stable,359,,25,17058079.28,21942.83528
3942,53033001800,18,Census Tract 18,Licton Springs,9.2,2022,2.11,1481,0.014423077,0.015078821,Low,Stable,762,,65,10182882.27,13946.10003
3943,53033005202,52.02,Census Tract 52.02,Wallingford,11.2,2022,3.03,1753,0.023648649,0.022157434,Medium,Stable,1708,,57,2865193.636,7845.303217
3944,53033005303,53.03,Census Tract 53.03,University District,7.2,2022,0,0,0,0,,,0,,0,24349784.49,33904.62137
3945,53033004402,44.02,Census Tract 44.02,University District,7.2,2022,2.98,1490,0.027586207,0.025464556,Medium,Stable,1310,,66,3175021.433,7487.979857
3946,53033004401,44.01,Census Tract 44.01,University District,7.2,2022,3.26,1490,0.015576324,0.015678255,Medium,Stable,559,,32,7479571.761,12948.97514
3947,53033005307,53.07,Census Tract 53.07,University District,7.2,2022,3.15,1314,0.006389776,0.006125574,Medium,Stable,491,,21,1399526.48,4758.85069
3948,53033004101,41.01,Census Tract 41.01,Laurelhurst/Sand Point,7.5,2022,1.81,1186,0.005555556,0.003384095,Low,Stable,71,,3,16716852.66,24230.15794
3949,53033005402,54.02,Census Tract 54.02,Fremont,11.1,2022,3.28,2016,0.034700315,0.034907598,High,Stable,924,,43,4993141.865,10063.79785
3950,53033007700,77,Census Tract 77,Central Area/Squire Park,5.3,2022,3.36,1500,0.012048193,0.010781671,Medium,Stable,468,,23,11391208.22,15242.20976
3951,53033007502,75.02,Census Tract 75.02,Capitol Hill,6.2,2022,3.26,1937,0.041533546,0.042518837,High,Stable,2072,,67,3400503.555,7403.629293
3952,53033007600,76,Census Tract 76,Miller Park,6.4,2022,3.09,1800,0.033444816,0.032110092,Medium,Stable,1061,,57,6155389.389,9906.368336
3953,53033010200,102,Census Tract 102,Seward Park,4.3,2022,1.91,1333,0.02688172,0.028549383,Low,Stable,76,,4,30129079.21,33439.4694
3954,53033010401,104.01,Census Tract 104.01,Beacon Hill,3.5,2022,0,0,0,0,,,0,,0,17543421.03,17342.9302
3955,53033010402,104.02,Census Tract 104.02,Beacon Hill,3.5,2022,1.88,1426,0.02173913,0.020758769,Low,Stable,71,,5,18759692.89,18925.04301
3956,53033010501,105.01,Census Tract 105.01,West Seattle Junction/Genesee Hill,1.3,2022,2.9,2030,0.066176471,0.067859022,High,Stable,1930,,21,7986746.715,12490.0968
3957,53033010102,101.02,Census Tract 101.02,Columbia City,4.2,2022,0,0,0,0,,,0,,0,17314610.04,22274.17077
3958,53033009802,98.02,Census Tract 98.02,West Seattle Junction/Genesee Hill,1.3,2022,3.11,1820,0.023026316,0.031746032,High,Stable,390,,21,9927510.523,12982.75493
3959,53033009000,90,Census Tract 90,Judkins Park,5.2,2022,2.85,1924,0.036363636,0.036637931,Medium,Stable,779,,19,9212173.197,14319.10299
3960,53033026400,264,Census Tract 264,South Park,3.1,2022,0,0,0,0,,,0,,0,461382.0486,5763.407674
3961,53033001201,12.01,Census Tract 12.01,Northgate/Maple Leaf,8.1,2023,2.54,1805,0.020080321,0.02035048,Medium,Stable,1334,,23,10851861.64,15899.77334
3962,53033000404,4.04,Census Tract 4.04,Broadview/Bitter Lake,9.1,2023,2.33,1885,0.008658009,0.009100642,Medium,Stable,509,,7,6791652.724,12962.55841
3963,53033004901,49.01,Census Tract 49.01,Fremont,11.1,2023,2.58,1526,0.0078125,0.008592201,Low,Stable,1084,,109,5350888.215,9379.655767
3964,53033003601,36.01,Census Tract 36.01,Green Lake,9.4,2023,3.15,1801,0.026058632,0.026795895,High,Stable,860,,40,7255879.068,11894.28889
